yorum,product_name,Kategori
"Turkcell 539***0586 numarası ile Superbox kullanıyorum. Başlarda sorun yaşamıyordum; ancak, son bir haftadır modemin yanında bile olsam, PCde kullanırken kablolu bağlantı şeklinde kullanamıyorum. 0.3 hız veriyorsunuz. Müşteri hizmetlerinizi arıyorum, güncelleme yapılıyor; fakat sorun düzelmiyor.",Turkcell Superbox İnternet Kullanımı,SuperBox
"1 gün önce evimizde altyapı olmadığı için Turkcell Superbox sipariş etme kararı aldık ve ertesi gün hızlı bir şekilde elimize ulaştı. Fakat internet hızı aşırı kötü, yok denilebilecek bir seviyede. 1 Mbps download ve 300 pinglere kadar çıkması ile kullanılamaz halde. Herhangi bir video vs. İzlemek için veya bir şey indirmek için 10 dakika yükleme ekranında bekliyorum. Oyunlarda ping değerlerim 100 ila 300 arası durmadan değişiyor. Bu sorun hakkında Turkcell yetkilileri yardımcı olursa sevinirim.",Turkcell Superbox İnternet Çekmiyor,SuperBox
"Turkcell Superbox ve kendi mobil verim 2 gündür hiç çekmiyor, internete giremiyorum. Dünden beri müşteri hizmetlerini arıyorum; sürekli operatörler diğer müşterilere hizmet vermektedir diyor. Bu durumdan aşırı rahatsızım. Bir an önce bu şikayetimin çözüme kavuşmasını rica ediyorum.",Turkcell İnternet Çekmiyor Ve Müşteri Hizmetlerine Ulaşamıyorum,SuperBox
"Superbox sürekli internet bağlantısı kesintisi yaşıyor ve bu bazen 2 gün sürüyor. Evimde Türk Telekom kullanıyorum. Hiç böyle bir sıkıntı yok. Ama Superbox Turkcell bu konuda bir adım ilerlemek yerine geriliyor maalesef. Şu an dünden beri internet bağlantısı yok, kullanamıyoruz. Eğer internet bu konuda kendini geliştirmeyecekse operatörü değiştirelim. Ayda en az 2 defa aynı sorun yaşanıyor. Lütfen buna bir çözüm bulunsun.",Turkcell Modem İnternet Sıkıntısı,SuperBox
"Merhaba, kullanmış olduğum Turkcell Superbox ürününde son zamanlarda çok ciddi bir şekilde bağlantı sorunu yaşıyorum. Tekrar tekrar ilgili kurumla görüşme sağlamış olmama rağmen bir çözüm üretilmiyor. Artık bu son raddede, siz Şikayetvar yetkililerine seslenmekteyim. Tüketici Haklarına ne kadar değer verdiğinizi ve saygılı olduğunuzu biliyorum, desteklerinizi bekliyorum.",Turkcell Bağlantı Sorunu Yaşıyorum,SuperBox
Turkcell Superbox iptal etmek istediğim halde sürekli bir baştan salma hatta bekletmeler yardımcı olmama gibi davranışlar ile karşı karşıyayız. Şahıs firmam var iken Turkcell firmasından kurumsal Superbox aldım vergi kapanışını 31.12.2023 tarihinde yaptım 24.11.2023 tarihinde aboneliğim bitiyor Turkcell super box iptali için bir türlü müşteri hizmetlerinden yardım alamıyorum. Abonelik açılacağı zaman bir çok danışman tarafından aranıp ziyaret ediliyorduk iptali zamanında kimseye ulaşamıyorum. Aboneliğimin iptalini talep ediyorum.,Turkcell Superbox Abonelik İptali,SuperBox
"Turkcell Superbox Kurumsal paket aldık. İş yerindeki en büyük, en ciddi sonuçları olan hatayı yaptık. Aylardır istisnasız 14:45 civarı başlayıp 17:30 civarlarına kadar süren bir yavaşlamaya sahiptik. Ancak bugün artık hiç internet yok diyebiliriz. Videoları ve fotoğrafları çektim, ekte göreceksiniz. Turkcell 24 aylık taahhütname imzalatıyor. Ve büyük ihtimalle şöyle düşünüyor: ""Biz kullanıcılara internet hizmeti vermesek te, yavaş internet versek te, onlar ödeme yapmaya mecburlar"". Ancak bu doğru değil, Çünkü o taahhütnamede bize internet hizmeti verileceği yazmakta. Ancak ya internet hizmeti verilmiyor ya da çok yavaş veriliyor. Az önce Tüketici Mahkemesine başvurmak için avukatım ile görüştüm. Su andan itibaren internetin yavaş olması ya da hiç olmaması sebebiyle, maddi olarak ne civarda kaybımız olmuş, siparişlerin kaçında sıkıntı yaşamışız, önem arz eden kaç toplantıyı iptal etmişiz, müşteri memnuniyetsizliği sebebi ile gelecekte ne kadarlık iş kaybı yaşayacağız bunların hepsini listeliyoruz. Sadece taahhütnameyi ücretsiz değil, tüm bu yazdıklarımızı da tazmin etme yoluna başvuracağız. Bugüne kadar ödemiş olduğumuz tüm aylık bedeller ile zarar ettiğimiz tutarı tazmin etme girişimine başlıyoruz. Ayrıca sosyal medya üzerinden de dava süreci ile ilgili detaylı bilgiler vereceğiz. Şikayetlerimiz: 1- internet genelde yavaş. 2- Saat 14:45 ile 17:30 arası istisnasız ya çok yavaş, ya da hiç yok. Bilirkişi ile ispat etmemiz mümkündür. 3- Aylık internet kotamız mutlaka tükeniyor. Araya resmi tatiller girse de girmese de, mutlaka son 4 ile 7 gün kala bir sıkıntı yaşıyoruz. Sonra bittikçe ekle 5GB kampanyası alıyoruz. Her 5GB 25TL. Ancak ne oluyor? 12 ile 24 saat içinde o da bitiyor, otomatik olarak bir 5lik daha ekleniyor. Yani 3-5 gün içinde min 75, genelde 125TL ek hesap ödüyoruz. Bu hafta sonu ofiste çalışmıyorken bile yaşanmış bir durum. 4- Bakin videoda genova ismiyle internet hattımız görünüyor. Bir sure sonra o da çekmiyor, 5G olan da çok zayıf. Ben artık kendi hattım ile idare etmeye çalışıyorum. Kendi hattım da Turkcell bu arada. Onun 4G si üzerinden, aynı baz istasyonuna bağlanmama rağmen (Baz istasyonu karşı binamızda, İş Bankasının üzerinde), Superbox çekmiyor. Biz artık bıktık. Gerçekten artık çok ileri gittin Turkcell.",Turkcell Super Box İnternet Problemleri,SuperBox
"2022 Ekim ayında yapmış olduğum Superbox başvurusu doğrultusunda yasal olmayan 2 yıllık taahhüt işlemi gerçekleştirilmiştir. Bu taahhüdü, Belirsiz süreli veya süresi 1 yıl ve daha uzun bir sözleşmeyi herhangi bir gerekçe göstermeksizin ve ceza ödemeksizin istediğiniz zaman feshedebilirsiniz maddesini hiçe sayarak, müşteri temsilcileri yanlış beyanda bulunmuş ve 2000 TL üzerinde taahhüt borcu ücreti çıkarmıştır. Bu ücretin iptali sağlanmazsa Tüketici Hakem Heyetine başvuracağımı ve maddi manevi dava açacağımı belirtmek isterim. Bu söyleminiz ve yaptırımınız beni maddi olarak yıpratacağını ve manevi olarak da psikolojik olarak etkileyeceğini belirtirim. Data Hattı Numarası: 5359****91",Turkcell Superbox Cayma Bedeli,SuperBox
Turkcell Superbox sorunu daha önce konuştuğumda müşteri temsilcisi bana mevcut tarifenize 10 TL fark ile devam edileceğini söylüyorlar daha sonra görüşme yaptığımda mevcut tarifemin 2. Dönemi olmadığını söylüyorlar bu konuda Turkcell yetkililerden destek talep ediyorum.,Turkcell Mevcut Tarifemin Tekrarının Olmadığının Belirtmeleri,SuperBox
"Superbox üyeliğim bulunmakta. İnternet hızımı test ettiğimde 1 Mbps bile çıkmıyor. Superboxın çok hızlı internet olarak tanıtılmasına rağmen, yaşadığım deneyim bu vaadi karşılamıyor. Müşteri hizmetlerini aradığımda ise baz istasyonu yoğunluğu gibi sebeplerle karşılaşıyorum. Kablosuz internet kullanıyorum ve satın alırken çok hızlı olduğu belirtilmişti; ancak bu hızı alamıyorum. Turkcell uygulamasına telefonumdan girmeye çalıştığımda bile internet hızınız yavaş uyarısıyla karşılaşıyorum. Bu durumdan memnun değilim ve gerekli kurumlara şikayetimi ileteceğim.",Turkcell Superbox İnternet Hız Yavaşlığı,SuperBox
5 senedir Superbox kullanıyorum. Önce limitsiz hattım vardı şimdi 400gb lik paket kullanıyorum. Ancak telefonumdan televizyon ve dizileri izlediğimde 1 günde 3 GB harcıyor. (TV ekranına yansıtarak) fakat Superbox tan izlediğimde 1 günde 12Gb harcıyor. Modemim Huawei model 8618s-22 d bu acayip fark modemimle mi ilgili yoksa Superbox lamı ilgili bu konu hakkında bilg verir misiniz. 27 yıldır Turkcell abonesiyim,Turkcell Superbox İnternet Harcaması Hakkında,SuperBox
"Öncelikle eşim ve ben Turkcell hatlarından çok memnunuz. İkimiz de Turkcell kullanıyoruz; ancak Superboxı her yerde çekiyor diye aldık. Sürekli 2 çubuk çekiyor gösteriyor. Yükleme hızı yok, indirme hızı yok; bir siteye girdiğimde onun resimlerini bile yükleyemiyor. Ben aboneliğimi sonlandırmak istiyorum. Boşu boşuna kaç aydır para veriyorum. Arada tam çekiyor olarak gösteriyor ama aldığımız sonuç aynı; çekim gücü sıfır.",Turkcell Superbox Çekmiyor,SuperBox
"Turkcell yurt dışına açık hat ancak arama yapmıyor, mesaj, internet hiçbir şey kullanılamıyor. Çocuğumun hattını yurt dışına çıkmadan önce açtırmama rağmen arama yapılamıyor. Karşıdan arama yapılamıyor. İnternet ve mesaj da kullanılamıyor. Tüm ayarlar yapılmasına rağmen çalışmıyor. Destek talebimize de cevap gelmedi.",Turkcell Hat Yurt Dışına Açılmıyor,Yurt Dışı
"22 Temmuz pazartesi günü 0506 ****46 numaralı telefon hattım için 400 TLye yurt dışı gezgin paketi satın aldım ve İtalyaya gittim. İtalyadayken hattımla telefon araması ve SMS gönderimi gerçekleştirebildim ama internete bağlanamadım. 23 Temmuz salı günü bu paketin yapılamadığını düşündüğüm için bulduğum ilk Wi-Fi noktasından mobil uygulamaya girip paketin üzerinde görülmemesi üzerine yeniden bir yurt dışı gezgin paketi daha satın aldım. Yarım saat sonra internetin gelmemesi üzerine müşteri hizmetlerini aradım ve ve ikinci defa mobil uygulama üzerinden paket aldığımı ve bunu iptal etmek istediğimi bildirdim. Bana paket iptal olunca Türkiyedeki tarifem üzerinden günlük 210 TL karşılığında yurt dışı kullanımı yapacağım bilgisi verilmedi. Ben birinci paketim devam edecek zannettim. 25 Temmuz günü müşteri hizmetlerini aradım 11 dakika süren görüşmede güncelleme yapıldı ama yine düzelmedi. En son 17 dakikalık bir görüşme yaptım. Bu görüşmede yurt dışı kullanımlarımın kapatılacağını ve hemen sonrasında tekrar açılacağını söylediler. Ama açılmadı. Sonuç itibariyle şu an yurt dışındayım ama hattım kullanıma kapalı. Artık hem arama yapamıyorum, hem SMS gönderemiyorum, hem de internetim yok. Turkcell müşteri hizmetlerine beceriksizlikleri için teşekkür etmek istiyorum.",Turkcell Hattım Kullanıma Kapalı,Yurt Dışı
Turkcell kullanıcısıyım. 24.07.2024 tarihinde Ayvalık merkezden tekne turuna katıldım. Yurt dışı kullanım ücreti adı altında 210 TL faturama ek ücret yansıtıldı. Hem yurt dışına çıkmadım hem de bir görüşme yapmadım. İlgili tarihte bir dakikalık görüşme yapıldığını müşteri temsilcisi tarafıma iletti fakat böyle bir görüşme yapılmadı. Bu tarihte yapılan görüşmelerin ekran görüntüsünü aldım. Bu sorunun bir an önce çözülmesini ve ücretin iadesini talep ediyorum.,Turkcell Yurt Dışı Kullanım Ücreti,Yurt Dışı
"Yurt dışına çıkmadan önce yurt dışı paketi aldım. Paketim bitmesin diye telefonumu sürekli uçak modunda kullanmama rağmen yine de Türkiyeden çağrı geliyordu. Müşteri hizmetlerine sordum, şikayet oluşturun. Buradan biz şikayet başlığı göremiyoruz, Turkcell uygulamasından yapın diyorlar. Uçak modunun ne özelliği kalıyor? Çağrı alabildikten sonra demek ki paket almamış olsam uçak modunda telefon gelse dünya kadar fatura gelecekti ve karşımda muhatap bulamadım.",Muhatap Bulamıyorum Turkcell Beni Mobile Yönlendiriyor,Yurt Dışı
"Turkcell yurt dışına mesaj gönderme. Hiçbir şey yapmamama rağmen Turkcell benden arka arkaya ve sürekli olarak 5,5 TL kesmeye başladı. Olayı anlayamadım ilk başta. Telsiz kullanım ücreti kestiğini düşündüm. Daha sonra müşteri hizmetlerini aradım ve durumu izah ettim. Bana yurt dışına mesaj gönderdiğimi söylediler. Bırak yurt dışına mesaj göndermeyi, SMS MMS bile kullanan biri değilim. Durumun acilen düzeltilip iade bedelinin hesabıma yatırılmasını talep ettim. Müşteri hizmetlerinde görüştüğüm bayan oralı bile olmadı. Şikayetim budur. Turkcell hakkımı geri versin böyle iş olmaz.",Turkcell Yurt Dışı SMS Sorunu,Yurt Dışı
"Turkcell hattımda yurt dışı arama ayarlarım kapalı olmasına rağmen Haziran ayında TYG 10 adı altında 210 TL miktar faturama eklenmiş. Sorduğumda yurt dışında aranma ayarımın açık olduğu söylendi. Oysa ben yurt dışında kullanım için hiç onay vermedim. Sistemden baktığımda yurt dışı arama kapalı, yurt dışında kullanım açık görünüyor. Anlaşılan tercihleri kendileri yapmış, faturasını bize ödetiyorlar.",Turkcell Yurt Dışı Kullanım Ücreti Haksız Faturalandırma,Yurt Dışı
"Turkcell yurt dışında olmadığım halde yurt dışı tarife uygulaması, 21/07/2024 tarihinde Datçaya tatile geldim. Yunanistan a hoşgeldiniz diye bir mesaj geldi ve yurt dışı tarifesinin paket yüklemesi yapıldı. Müşteri hizmetlerini aradığımda telefonum Yunanistan sinyal almışmış, haklıymışım ama paramı geri veremiyorlarmış. Turkcell paramı alıkoyabilir yani öyle mi?",Turkcell Yurt Dışında Olmadığım Halde Yurt Dışı Tarifesi Yüklüyor!,Yurt Dışı
"Yurt dışına çıkan Turkcell operatör sahipleri tarafından alınan 210 TL (tyg) masrafı, yurt dışına çıkmamama rağmen benden alınmış ve aradığımda bana telefonunuz yurt dışı sinyali almış, bundan ötürü tahsilat tutarı alınmıştır. Bizim buna müdahale etme şansımız yoktur diye geri dönüş yapıldı. Turkcell alenen müşterilerini mağdur etmek adına mesai yapıyor.",#Turkcell Tyg Saçmalığı,Yurt Dışı
"Araçla Datçaya giderken Turkcell beni Yunanistanda zannedip yurt dışında tarifem geçerli uygulamasıyla günlük 210 TL bedel faturama yansıttı. Direkt Turkcelli aradım ve Yunanistana gitmediğimi, Datçaya yolculuk ettiğimi söylememe rağmen telefonunuz Yunanistandan sinyal almış ve kullanmışsınız. Maalesef ücret iadesi yapamıyoruz dedi. Ama ben Yunanistana gitmedim, böyle bir şey olabilir mi? Lütfen bu yanlışlığı düzeltin, konumuma da bakabilirsiniz dediğimde hiçbir şey yapamayacağını ve ücret iadesini de yapamayacağını söyledi. Nasıl bir saçmalıktır, nasıl bir müşteri memnuniyetidir. 210 TL önemli değil de insanları yanıltmayın.",Turkcell Datça'ya Giderken Yunanistan'da Kullanım Diye 210 TL Faturama,Yurt Dışı
"Yurt dışına çıkan Turkcell operatör sahipleri tarafından alınan 210 TL (TYG) masrafı, yurt dışına çıkmamama rağmen benden alınmış ve aradığımda bana telefonunuz yurt dışı sinyali almış, bundan ötürü tahsilat tutarı alınmıştır. Bizim buna müdahale etme şansımız yoktur diye geri dönüş yapıldı. Turkcell alenen müşterilerini mağdur etmek adına mesai yapıyor.",Turkcell Tarifem Yurt Dışında Geçerli Tutarı (tyg),Yurt Dışı
"Avrupa Gezgin Paketi aldım, paket başlamış görünüyordu fakat hiçbir şekilde çalışmadı, internet hiç açılmadı. Yurt dışında internete çok ihtiyacım olduğu için almıştım, çok mağdur oldum. Turkcelli arayıp sorunu çözmek için beni aramalarını, bir şekilde çözmelerini talep etmeme rağmen Turkcell sorunumu çözmedi ve asla beni aramadı arayacağız demelerine ve defalarca talepte bulunmama rağmen. Yurt dışında mağdur bırakıldım, üstüne bir sürü de boş yere para vermiş oldum. Turkcell pişmanlıktır","Turkcell Avrupa Gezgin Paketi Çalışmadı, Dönen Olmadı, Mağdur Edildim!",Yurt Dışı
"27 Haziran 2024 tarihinde yurt dışındayken, mobil uygulama üzerinden Standart yurt dışı tarifesini satın aldım. SMS olarak yurt dışı standart paketinizin başladığına dair mesaj aldım. Buna rağmen Tarifeni günlük yurt dışında kullanma adında bir tarifeyi aktif ederek 210 TLden 3 gün faturama ücret yansıtıldı. Ayrıca, fatura limitim olmasına rağmen 800 TLnin üzerinde ücret yansıtıldı. Turkcell müşteri hizmetleri ile görüştüğümde, faturalı tarifelerin kişinin onayı olmadan otomatik olarak tanımlandığı söylendi. Benim standart tarife talebim ve fatura limiti talebim dikkate alınmadı. Turkcell müşteri hizmetleri, faturalıya geçerken okumadan onayladığımız metinlerin arasına sıkıştırdığı onaylarla insanlardan haksız para kazancı sağlamaktadır. Ücret iade talebimi yapacak bir şey olmadığını söyleyerek başından savan bir kurumsal firmadır Turkcell.",Turkcell Yurt Dışı Otomatik Ücretlendirme,Yurt Dışı
2023 eylül ayında kardeşim ben ve kuzenim iPhone 15 promax aldık yurt dışı cihazı kayıt yaptırdık. Erzurum Tortum çivilikaya Mah ikamet ediyoruz. Ben ve kardeşim Turkcell operatörü kullanıyoruz bizim telefonlarımızda LTE çekmiyor. Ama kuzenim Türk Telekom kullanıyor o LTE kullanıyor. Apple dan destek aldık problem yok denildi Turkcell çağrı merkezi sim kartlarımızı değiştirmemizi tavsiye etti değiştik düzelmedi bir sürü form sitesinden destek aldık düzelmedi. Aynı baz istasyonundan hem Turkcell hem Türk Telekom sinyal dağıtıyor bunun Turkcell le alakalı olduğunu düşünüyoruz. Harici açıklaması olamaz Turkcell gibi bir operatörün desteklemediği yerde diğer operatörlerin ayakta kalması mümkün değil bununla alakalı çok mağduruz ve destek talep ediyoruz.,Turkcell LTE Destek Alamıyoruz,Yurt Dışı
Temmuz ayı faturamda tyg Avantaj açıklaması ile (Temmuz 1 gün) 210 TL faturama yansımış gözükmektedir. Yurt dışı çıkışım bulunmamaktadır. Yansıma yapılan tarihte Asosta bulunmaktaydım. Herhangi bir onayım bulunmadan direk faturalandırma yapılmıştır. Turkcellden iade talebime cevap beklemekteyim.,Turkcell Uluslararası Faturalandırma Hatası,Yurt Dışı
"Turkcell fatura itirazı girişi yapmama izin vermiyor. Giriş yapıyorum, kategori seçmeden devam ettirmiyor. Ama kategori seçmeme de izin vermiyor. Şikayetimin konusunu aşağıda iletiyorum. Merhaba Babama ait ancak annemin kullanmakta olduğu 0534********57 numaralı Turkcell hattına 3 defa yurt dışı kullanım paketi yüklenmiş. 25 yıllık Turkcell kullanıcınız olarak bu durumun telafi edileceğini düşünmekteyim. Yurt dışına çıkmadığı halde Midilli Adasının karşısındaki bir bölgede bulunduğu için paket tanımlanmış. Son faturasına yansıtılan bu tutarın iptalini rica ediyorum. Aksi durumda Tüketici Hakları Kurumuna başvuruda bulunacağımı üzülerek belirtmek isterim. Bir kez daha güven veren bir kuruluş olduğunuz inancı ile bu talebimi yeniliyorum.\nSizin aracılığınızla şikayetimi iletiyorum Teşekkürler",Turkcell Rooming Ücreti Yansıtmış İptal Etmiyor.,Yurt Dışı
Hafta sonu yaptığım yurt dışı seyahatimizde kızım GNC hattı üzerinden yurt dışı kullanım adı altında bizden kullanmadığımız halde ücret talep edilmektedir. Telefonun dahi kapalı olduğu ve internet kullanımın yapılmadığı takdirde nasıl böyle bir ücret talep edilir aklım almıyor. Müşteri hizmetlerini 3 kez aradım herkese ayrı ayrı şikayetimi ilettim. Kendilerine ezberletilmiş kalıplar dışına çıkmayan ve müşteri memnuniyetinden bir haber temsilcilerle dakikalarımı harcadım. Böyle bir haksız kazanç kabul edilir değil. Kullanmadığımız ve ücreti talep edilen tutarın iadesini talep ediyorum.,Turkcell Yurt Dışı Paket,Yurt Dışı
"Turkcell firmasından şikayetçiyim. Midilli adasında uyku saatinde 02-03 saatleri arasında benim tüm sekmelerim kapalıyken 0,43 KB internet girişi yaptığımı söyleyerek o gün 210 TL ücret yazdılar. Ben durumu sabah uyandığımda mesajda gördüm. Arayıp itiraz etmeme rağmen hiçbir işlem yapılmadı.\nHatta çağrı merkezindeki görevli, çağrı alsam bile ücretlendirme olacağı şeklinde yalan ve asılsız beyanda bulundu ki bu durum böyle değil. İkinci olarak dönüşte Çeşme limanında Türkiye sınırları içinde telefonumu açtım, anında yurt dışına özgü ücretlendirme mesajı geldi.\nTekrar müşteri hizmetlerini aradım, durumu doğruladılar ama ücret iadesinin senede bir kez yapılacağını söylediler. Aynı şeyi geçen yıl kaşta yaşamıştım. Benim hatam olmayan şeylerin bedelini bana ödetmelerini kabul etmiyorum. Gereken yerlere şikayetçi olacağım ve hattımı değiştireceğim.",Turkcell Haksız Ücret Kesintisi,Yurt Dışı
Temmuz ayında Turkcell hattımdan yurt dışında kullanım için aldığım. Turkcell bu yurt dışı kullanım paketini saati ve dakikası aynı olacak şekilde 2 defa alınmış gibi gösterdi ve hem temmuz hem de Ağustos ayında 2 fatura dönemimde 2 defa yansıttı.\nBu yanlışlığın düzeltilmesini talep ediyorum.,Turkcell Fatura Yurt Dışı Kullanım Paketi,Yurt Dışı
Turkcell tyg avantaj adı altında faturama 210 TL eklemiş benim yurt dışı bağlantım yok insanlara sormadan kafalarına göre tarife uyguluyorlar. Bu faturanın iptalinin yapılmasını istiyorum. Aksi takdirde gerekli bütün kanuni yolları uygulayacağım gereğinin yapılmasını talep ediyorum.,Turkcell Tyg Adı Altında Faturama Ek Ücret Yansıtmış,Yurt Dışı
Telefonum uluslararası dolaşıma kapalı olduğu halde Turkcell tarafından faturama yurt dışı kullanım ücreti yansıtıldığını Turkcell tarafından gönderdikleri SMS ile fark ettim. Faturama yansıtılan ücretin iptal edilmesini istiyorum. Gereğinin yapılmasını arz ederim.,Turkcell Yurt Dışı Kullanım Ücreti İade Talebi Hk.,Yurt Dışı
Yurt dışından döndüğümde otomatik olarak yeni yurt dışı günlük kullanım ücreti yansıtıldı ve iptali yapılmıyor. Müşteri hizmetleri ile görüştüğümde bunun yılda 1 defa yapılabildiğini söylüyor işlem yapamıyor. 20 yıldır Turkcell kullanıcısıyım haksız yere aldıkları bu ücretten dolayı hattımı değiştireceğim.,Turkcell Yurt Dışı Dönüşü Haksızlık,Yurt Dışı
"29 Haziran Cumartesi günü Avrupa gezgin paketi aldım. Avrupa turunda kullanmak için bu paket 15 gün süreyle geçerliydi ve benim daha gigabyte hakkım varken bana 5 Temmuzda günübirlik gece 23:30da günlük 210 TL paket tanımlandığına dair mesaj aldım. Hemen arkasından görüşmelerimi olduğu gibi yurt dışına kapattım ve bu paketi hiç kullanmadım. Üstelik kendi Avrupa gezgin paketimden kalan haklarımı da kullanamadım. Bu yüzden ve bu benim faturama yansıdı. Takdir edersiniz ki bu hayat pahalılığında günübirlik gece 11:30da tanımlanıp 12ye kadar süre verilen paketin ücretinin iptal edilmesini istiyorum. Bana sorulmadan ve benim rızam olmadan bana böyle bir paket dayatamazsınız. Haklarımı biliyorum ve sonuna kadar arayacağım. Bunun için CİMERe ve BDDKya başvuracağım. Müşteri hizmetleri bu konuyla ilgili bir şey yapamayacağını söyledi. Ben şikayetimi yine de buraya yazmak istedim, kayıtlara geçmesi için.",Turkcell Yurt Dışı Rızam Olmadan Paket Tanımı,Yurt Dışı
"Belarusta Turkcell hattım arama yapmıyor. Çıkmadan önce müşteri hizmetlerini arayıp kontrolü de yaptırdım. Belli bir ücret karşılığında günlük bir paket ile kullanıma aynı şekilde devam edeceğim söylendi. Tüm ayarlarım açık, müşteri hizmetlerini de arayamıyorum, dışarıdan arama geliyor. İnternetim de çalışıyor. Lütfen beni arayın ve yardımcı olun.",Turkcell Yurt Dışında Arama Yapmıyor,Yurt Dışı
"Yurt dışına çıkacağımdan 17 Temmuzda çağrı merkezinden ek yurt dışı paketi aldım. Malezyaya gideceğimi defalarca söylememe rağmen 200 dakika, 100 SMS ve 2 GB internet yurt dışı paketi var denildi ve kabul ettim. Aldığım paketin adı Avrupa gezgin paketiymiş, bulunduğum ülke Asyada. Ayın 18inde Malezyaya geldim ve arama yapamadım. Müşteri hizmetlerini geldiğimden beri aramama rağmen ve gerekli güncellemeyi yapmalarına rağmen interneti hâlâ kullanamıyorum diye yine aradım, paketinizi güncelledim denildi ve herhangi bir fiyat bilgisi verilmedi. Aynı fiyat üzerinden devam edeceğimi düşünürken yine kullanamayınca tekrar aradım, bu sefer Avrupa gezgin paketini iptal edip global paket satın alabileceğimi ancak bu paketin 800 lira olduğunu öğrendim.",Turkcell Yurt Dışı Paketi,Yurt Dışı
"Bugün ayvalıkta tekne turu yaptığımız sırada gelen mesaj. Türkiye sınırlarında yurt dışı vergisi ödemek nedir ücret iadesi istiyorum Turkcell\n19.07.2024 18:06 Turkiye saatinde günlük 210 TLye devreye giren Tarifen Yurt dışında geçerli özelliği ile tarifenizdeki her yöne dakika, SMS ve interneti TR saatiyle 24:00a kadar kullanabilirsiniz. Yurt içi ek paketlerde geçerli değildir. Dakikalarınız bulunduğunuz ülke ve TR yönüne aramalar ile tüm gelen aramalarda geçerlidir. Diğer yönleri arama 4,04 TL/dakika olarak ücretlendirilir. Yurt içi paketiniz bittiğinde kullanımınıza 30 kez yenilenen 90,79 TL/1 GB, 90,79 TL/100 dakika paketleri ve 2,02 TL/SMS ile devam edersiniz. B002",Turkcell Yurt Dışı Ödemesi,Yurt Dışı
"Turkcellin yurt dışı paketi, telefon uçak modunda ve Wi-Fi calling acık olduğu halde görüşme yaptınız diyerek devreye giriyor. Ne zaman yurt dışına çıksam hep aynı sorun ve sonrasında çoğunlukla iptal ediliyordu. Bugün yine aynı şekilde uçak modunda ve Wi-Fi calling özelliği açıkken yurt dışı paket devreye girdi ve iptal etmeyeceğiz denildi. Daha ne kadar hakkınız olmayan parayı talep edeceksiniz acaba?",Uçak Modu'nda Devreye Giren Turkcell Yurt Dışı Paketi,Yurt Dışı
Turkcell tyg avantaj adı altında faturama 630 TL eklemiş. Yurt dışı seyahatimde hattımı hiçbir şekilde kullanmadım ya da bağlanmadım. Ve bana bir tutarın faturaya yansıtılacağına dair bilgi verilmedi ve onayda vermedim. Bu bedelin iptalinin yapılmasını istiyorum. Aksi halde başka mercilerden şikayetimi yürüteceğim,Turkcell Tyg Avanta Paketi,Yurt Dışı
"Balıkesir Altınolukta yaşıyorum. 18 Temmuz 2024 saat 18 gibi terasa çıktım. Dönem dönem yurt dışına çıktığım için yurt dışı tarifem açık ve cam terastan Yunanistan Midilli Adasına mobil bağlantı yapmışım ve faturama 210 TL yansıma oldu. 100 km uzaklıktaki Midilliye kadar koca Körfez beldeleri Altınoluk, Küçükkuyu, Güre, Akçay, Zeytinli varken Midilliye bağlanmışım. Müşteri hizmetlerini aradım, hatanın düzeltilmesini ve 210 TL faturamdan silinmesini istedim ama bir yıl içinde bu iade 1 kez oluyormuş ki ben daha önce de bu sorunu yaşadım ve iade aldım. 2. kez olmuyor diye iade yapılmadı ve ısrarla sordum ben yurt dışına çıkmadığım halde benden haksızca bu parayı alacak mısınız diye ve olumsuz bir tavır ile evet cevabını aldım ki konuştuğum bayan neredeyse yüzüme kapatacaktı telefonu. Miktar önemli değil, sadece insanları yanıltmayın. Milyar dolarlık bir Turkcell ve karşılaştığım sorun için ben utandım. Biz düzgün hizmet almak için size bedel ücret ödüyoruz ve en kötü ses ve internet kullanıyoruz. Bayram geldiğinde biraz kalabalık olsun ne doğru düzgün arama yapılıyor ne doğru düzgün internet kullanabiliyoruz. Yurt dışına çıkmadığım halde çıkmış gibi bağlantı yapıp bu parayı haksız yere alamazsınız. Ben bu paranın iadesini istiyorum. Eğer iade yapılmazsa 30 küsur gün kalan taahhüdümü yenilemeyeceğim ve dedim ya miktar önemli değil ve hukuki yollara başvuracağım. Kusura bakmayın, müşterilerinizi yanıltmayın ve canlı destek ekibinize de biraz eğitim verin.",Turkcell Haksız Alınan Ücret,Yurt Dışı
Turkcell yurtiçinde günlük yurt dışı faturalandırması. 15 gün yurt dışında bulundum 2 hattımdan biri kapalıydı. Türkiye sınırlarına girdikten 5 km sonra hattımı açtım. Açmam ile birlikte günlük 210 TLye yurt dışı paketiniz aktiflenmiştir diye mesaj geldi. Bunun üstüne 532 yi arayıp durumu anlattım. İptal edemeyeceklerini söylediler. Kendi ülkemde telefonuma ek yurt dışı tarifesi ekleyip bana fatura eden Turkcellin pişmanlık olduğunu dile getirmek isterim. Hakkımı hukuki yollar ile arayacağımı da bilmenizi isterim. Haksız kazançlarla boğulursunuz umarım.,Turkcell Yurt İçinde 210 TL Yurt Dışı Tarifesi Eklemesi İşgüzarlığı,Yurt Dışı
